0.1241915	-0.011664322	0.19277324	-0.0060137073	0.07070971	-0.21242443	0.040783376	-0.05994245	-0.17462946	0.010696617	-0.06490915	-0.0031939505	0.022784198	0.067116134	0.08344226	-0.054305274
-0.5526015	0.72005546	-0.79261184	0.64991206	-0.70803005	0.86256266	0.604076	0.6880982	0.6092257	-0.6167049	-0.6249613	-0.74548703	-0.6951597	0.63518524	-0.7603851	0.8131
0.20090811	-0.08187991	0.2851148	-0.091405906	0.17627665	-0.25155386	-0.025737107	-0.060862496	-0.33316374	0.08424732	-0.021630442	0.11339359	0.079086065	0.06700977	0.15141937	-0.15742715
0.45208293	-0.12963451	0.28866947	-0.103537716	0.2175969	-0.32490575	-0.14740382	-0.13663809	-0.44568238	0.11906982	0.09806307	-0.43122175	0.1518923	-0.053102374	0.1659462	-0.10792866
0.13781813	-0.069683015	0.19538254	-0.068254136	0.17013651	-0.23863944	-0.032892276	-0.061285984	-0.28990147	0.009218934	-0.05195716	-0.11764842	0.045601197	-0.0013273791	0.0774302	-0.13365118
-0.09611918	0.23390357	-0.1540197	0.22204243	-0.19721991	0.18135418	0.20886166	0.20484516	0.0766551	-0.27959955	-0.28765565	-0.39717227	-0.21399398	0.312432	-0.20933598	0.26577115
0.030060615	0.17273936	0.01857301	0.13678175	-0.052753873	0.05844203	0.16781482	0.15216647	-0.12475747	-0.17964534	-0.22084132	-0.5258155	-0.1789536	0.20105223	-0.14586756	0.16062954
0.2544787	-0.10047136	0.17620608	-0.06849031	0.1308065	-0.13734742	-0.07991691	-0.009656812	-0.29090917	0.08796396	-0.01351783	-0.47879556	0.0031816396	-0.037640564	0.09292191	-0.07528861
0.14057732	0.053806644	0.0930267	0.03973612	0.028011227	-0.09048688	0.06694613	0.039266214	-0.20058978	-0.001299358	-0.10182649	-0.43270066	-0.034499794	0.05842641	0.041001715	-0.00965469
-0.25444606	0.43460512	-0.40716127	0.45047516	-0.41863668	0.49355024	0.40434724	0.39695472	0.27497882	-0.42406386	-0.3883754	-0.3959502	-0.43676108	0.41648918	-0.5143611	0.48766276
-0.3990546	0.5307269	-0.57779443	0.5451323	-0.539503	0.62300277	0.5261267	0.59499836	0.37641716	-0.5549334	-0.57607186	-0.37832084	-0.5979762	0.5046972	-0.5863711	0.65373987
-0.51465905	0.7491206	-0.7882786	0.70370173	-0.7466998	0.871042	0.66707385	0.6483653	0.5536354	-0.67079663	-0.7097913	-0.77955675	-0.71069074	0.65467846	-0.7301013	0.8007714
0.31294468	-0.21647084	0.32159263	-0.20074041	0.2277927	-0.3662002	-0.14739837	-0.22040522	-0.37766606	0.1692582	0.15984839	0.06268282	0.19225816	-0.09924741	0.21251501	-0.21458429
0.2849168	-0.28334704	0.41660556	-0.24402347	0.38811022	-0.42575318	-0.22153307	-0.27148977	-0.43857342	0.2611185	0.19308032	0.19550501	0.23348647	-0.11731821	0.37520552	-0.3529633
-0.07283567	0.19024636	-0.048286673	0.16299757	-0.09016203	0.07677287	0.20265917	0.19984145	0.034010164	-0.15973948	-0.2027267	-0.47212866	-0.17391258	0.21192683	-0.16998316	0.14025283
-0.28516915	0.4116221	-0.3427102	0.46798593	-0.5240588	0.43642914	0.45673823	0.39201128	0.29382995	-0.42479527	-0.35346928	-0.49697286	-0.3802252	0.39714357	-0.4898611	0.4527113
1.1750796	-1.0409907	1.1780578	-0.95785856	1.1709454	-1.2285709	-0.8971432	-0.9664843	-1.1761072	0.92026013	0.8012096	0.3749963	0.9415683	-0.7767422	1.1533886	-1.1302564
0.47266132	-0.21385475	0.44597277	-0.25046897	0.33524287	-0.39421165	-0.24760821	-0.22118084	-0.5150589	0.26036158	0.14871918	-0.14937432	0.24904549	-0.139596	0.28487715	-0.27377108
0.03340682	0.02603316	0.12989877	0.026370542	0.022951456	-0.084022425	0.046773456	0.05869244	-0.13019937	-0.06260259	-0.092719495	-0.025995335	-0.04078432	0.072674684	0.06642658	-0.032482475
-0.19515558	0.332905	-0.4000666	0.37096518	-0.30612317	0.3928299	0.37553793	0.3368933	0.13643712	-0.39419952	-0.42592463	-0.7101532	-0.41702577	0.34209514	-0.38201296	0.44697076
0.8035375	-0.63615584	0.8090691	-0.5979354	0.7741764	-0.8697785	-0.6023368	-0.5945073	-0.90997773	0.6149823	0.45272896	0.21252246	0.6425829	-0.4415801	0.7949037	-0.6956998
0.24935536	-0.18661015	0.26348445	-0.22656077	0.2707947	-0.32616165	-0.14675169	-0.23098944	-0.3171493	0.18966405	0.14838319	0.15050939	0.21115492	-0.092967376	0.20218797	-0.20664988
0.16023579	-0.057477206	0.18231803	-0.06926664	0.05464536	-0.0682498	-0.06103095	-0.018281186	-0.26774645	0.023184597	-0.054308087	-0.16929455	0.0359183	0.016912017	0.022933016	-0.05955057
-0.044021603	0.23709929	-0.15555757	0.2357751	-0.16231105	0.2032922	0.25017467	0.24050216	0.076456614	-0.2706487	-0.28894117	-0.6627482	-0.2191184	0.23301755	-0.19526637	0.28892598
-0.3755667	0.6032336	-0.5965537	0.62607986	-0.6201179	0.65900385	0.5409571	0.57591337	0.41729355	-0.539558	-0.52051735	-0.71824706	-0.5799638	0.51470387	-0.6022192	0.70599353
0.023806468	0.24589539	-0.11504521	0.20519017	-0.13265014	0.21373262	0.22859128	0.24643409	0.010353779	-0.18586142	-0.20949219	-0.7542606	-0.2718494	0.27008292	-0.1545191	0.24374531
0.15918942	-0.06144069	0.2070874	-0.035166264	0.11683585	-0.21049252	0.0034579232	-0.045022655	-0.21093084	0.05817235	0.004722043	0.26929837	0.035329383	-0.02324668	0.09764591	-0.071168624
-0.2856772	0.5194315	-0.424367	0.47303265	-0.4808602	0.535294	0.47193706	0.43980545	0.32431725	-0.4529655	-0.4342319	-0.45716825	-0.5279137	0.49314478	-0.4670675	0.4987267
0.07827105	0.040722568	0.047192648	0.046582803	0.046013985	-0.057120245	0.10760447	0.043912075	-0.14960168	-0.040107846	-0.08585052	-0.32004043	-0.06369364	0.16778073	-0.0116906585	0.01825034
-0.20579053	0.3420758	-0.27557668	0.42782375	-0.31626672	0.3266639	0.364895	0.3740417	0.18565488	-0.40076634	-0.3329489	-0.39019296	-0.32760647	0.39105594	-0.39326754	0.37673312
-0.19318905	0.38438284	-0.2867839	0.387393	-0.42057267	0.38091382	0.45495927	0.39363554	0.17816575	-0.38380203	-0.3268609	-0.5792984	-0.34249735	0.39769998	-0.36867946	0.42738125
-0.1256829	0.25835907	-0.1723281	0.25729433	-0.2093773	0.23173818	0.32690948	0.29213876	0.13952623	-0.24980004	-0.3265659	-0.14406669	-0.27164775	0.27263737	-0.22881733	0.26210994
0.24055363	-0.08535711	0.2644064	-0.07194108	0.23271717	-0.21927138	-0.043911163	-0.06127308	-0.32952374	0.06514096	0.05936301	-0.5278583	0.10714431	0.02854155	0.10105152	-0.122111775
-0.027665397	0.08783374	-0.08828822	0.10306206	-0.07223814	0.03644744	0.112978056	0.07413461	0.02186498	-0.045091145	-0.15463175	0.104562104	-0.101194106	0.13180868	-0.1248038	0.11033678
